Release date,Title,Author,Price,Total sales (current month),Publisher
2022/07/18,Dawn the Teen Witch [VertiComix](63),[author]JiaoXiangTing : TangTang,0.3,1,[publisher]KUAIKAN
2022/07/18,Dawn the Teen Witch [VertiComix](64),[author]JiaoXiangTing : TangTang,0.3,1,[publisher]KUAIKAN
2022/07/18,Dawn the Teen Witch [VertiComix](65),[author]JiaoXiangTing : TangTang,0.3,1,[publisher]KUAIKAN
2022/08/03,Captured Crown Prince [VertiComix](67),[author]Liuyao : The Shubl Website : Jimeng,0.6,1,[publisher]KUAIKAN
2022/08/03,Captured Crown Prince [VertiComix](68),[author]Liuyao : The Shubl Website : Jimeng,0.6,1,[publisher]KUAIKAN
2022/08/03,Captured Crown Prince [VertiComix](69),[author]Liuyao : The Shubl Website : Jimeng,0.6,1,[publisher]KUAIKAN
2022/08/03,Captured Crown Prince [VertiComix](70),[author]Liuyao : The Shubl Website : Jimeng,0.6,1,[publisher]KUAIKAN
2022/08/03,Captured Crown Prince [VertiComix](71),[author]Liuyao : The Shubl Website : Jimeng,0.6,1,[publisher]KUAIKAN
2022/08/04,Private Devil Puppy [VertiComix](119),[author]CHIYU,0.6,1,[publisher]KUAIKAN
2022/08/12,A Sheep in Wolf Clothing [VertiComix](52),[author]Heiquan : Baidian,0.6,1,[publisher]KUAIKAN
2022/08/12,A Sheep in Wolf Clothing [VertiComix](53),[author]Heiquan : Baidian,0.6,1,[publisher]KUAIKAN
